"","study_order","ManiCheck","Exp1_check","Exp1_check_DO_1","Exp1_check_DO_2","Exp1_check_DO_3","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"82","Exp1First",3.66666666666667,1,3,2,1,2,2,2,3,6,6,6,1,2,2,2,NA,NA,NA,NA,2.875,3.83333333333333,5.5,4,3,61,2,"USA","USA",3,7,4,"3AAPLD8UCCIJCV25DZDJ1LKK356HT8","3X0EMNLXEPQOGK7PB4F1MSEDKT5VPW","","","Dissonance_write",2,2,2
"83","Exp2First",3.83333333333333,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,7,7,3.25,4.25,4.5,2,10,36,2,"USA","USA",2,7,6,"3IX2EGZR7BK2NMK3XAB9DJZHSBARJ5","389A2A304OJPTUX53256HZPGREE0CW","","","Dissonance_write",3,7,7
"84","Exp1First",3.5,1,3,1,2,1,2,2,3,3,7,5,NA,NA,NA,NA,1,1,9,3,5.125,4.16666666666667,5.5,5,11,28,1,"United States","United States",4,7,6,"3V0Z7YWSIY1UAX3CZ9ARFZ23B752VS","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","","Dissonance_write",1,9,3
"85","Exp1First",4.5,1,3,1,2,9,8,7,3,1,9,7,1,1,9,9,NA,NA,NA,NA,4.5,3.91666666666667,5.5,0,7,25,2,"United States","United States",4,7,4,"3EF8EXOTT1WEUHLMZGWU7SH4OEKJ17","351S7I5UG9XFM4VIE0OQFFYOPRXNJ7","","","Dissonance_write",1,9,9
"86","Exp1First",3.83333333333333,1,1,3,2,1,1,1,3,8,5,6,NA,NA,NA,NA,1,2,5,7,4.5625,3.5,6.5,4,6,51,2,"USA","USA",4,7,7,"36PW28KO4ZX2DPCUHYEWLDXFN0UEA5","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","","Dissonance_write",2,5,7
"87","Exp2First",2.16666666666667,1,2,3,1,1,1,1,3,9,1,5,1,5,7,7,NA,NA,NA,NA,4,3.75,6.5,4,10,54,1,"usa","usa",3,7,3,"3GS6S824SQY3E8SAB2D7TPOFTBYWNN","38VTL6WC4AE1R4KBW0T7VLDQBA6Y5M","","","Dissonance_write",5,7,7
"88","Exp1First",3.33333333333333,1,3,2,1,3,2,4,3,5,5,3,1,2,8,7,NA,NA,NA,NA,4.0625,3.75,5,3,6,29,1,"USA","USA",3,7,6,"3MAOD8E57QBI38X0L79TV82M2D6NX9","3087LXLJ6MHWW6HFU4V7P5AJOR60F7","","","Dissonance_write",2,8,7
"89","Exp1First",3.83333333333333,1,1,3,2,1,1,2,3,8,2,1,1,6,2,5,NA,NA,NA,NA,4.1875,4.08333333333333,4,3,5,46,1,"United States of America","United States of America",4,7,6,"3EQHHY4HQST3RXW4SXD3D52582AG5K","3NOEP8XAU43GK9CKBJGJADBY04DPXT","","","Dissonance_write",6,2,5
"90","Exp2First",3.5,1,2,3,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,4,3,3.4375,3.08333333333333,4,2,10,63,2,"United States","United States",2,7,3,"3H8DHMCCW9C3XW7GXUG199IQS0PKDZ","302U8RURJZ2ODZVCVP29I39IKE4VN0","","","Dissonance_write",3,4,3
"91","Exp2First",2.83333333333333,1,3,1,2,1,2,1,3,6,2,1,NA,NA,NA,NA,1,1,9,9,3.5625,3.83333333333333,4,0,11,41,1,"Usa","Usa",2,7,7,"36PW28KO4ZX2DPCUHYEWLDXFN0XEA8","302U8RURJZ2ODZVCVP29I39IKE4VN0","","","Dissonance_write",1,9,9
"92","Exp1First",4,1,2,1,3,2,2,2,3,8,2,2,NA,NA,NA,NA,1,8,2,2,4.875,4.75,6,7,6,45,1,"USA","USA",4,7,5,"38F5OAUN5NDWEX5Y0WAIWPS2E8K7HR","3HUR21WDDUQATN4L26C2N44A49GXYV","","","Dissonance_write",8,2,2
"93","Exp1First",4,1,2,1,3,5,4,4,3,7,1,1,NA,NA,NA,NA,1,6,1,1,3.75,4.25,3,1,13,42,1,"United States","United States",4,7,5,"3JRJSWSMQHM2T4D98JZMY5J9HQ8E3F","389A2A304OJPTUX53256HZPGREE0CW","","","Dissonance_write",6,1,1
"94","Exp1First",3,1,2,1,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,5,5,2.75,3.75,7,3,11,34,2,"United States of America","United States of America",4,7,7,"3LEP4MGT3G124T3MRH38A6Z056IDBA","3TZ0XG8CBUL5DLV5MM8U8OUQ4RN89A","","","Dissonance_write",5,5,5
"95","Exp2First",3.83333333333333,1,1,3,2,1,1,1,3,8,1,1,NA,NA,NA,NA,1,4,5,4,3.6875,3.33333333333333,4,6,1,65,2,"United States","United States",5,7,5,"3MD9PLUKKIF783XFMPXESTIXAD6ZNK","3FVBZG9CLJFGA28LPUJ7SQMW46J0H5","","","Dissonance_write",4,5,4
"96","Exp1First",3.66666666666667,1,2,3,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,2.9375,4.16666666666667,6,3,12,67,2,"United States","United States",4,7,6,"3ON104KXQKXHS0I4TXYBUGIF2U94W6","3MWOYZD5WVPTNFMFUDGVNBFAOL7NOQ","","","Dissonance_write",9,1,1
"97","Exp1First",3.66666666666667,1,2,1,3,1,2,3,3,9,1,1,NA,NA,NA,NA,1,8,1,1,3.5,3.83333333333333,7,0,4,59,2,"United States","United States",4,7,6,"33IZTU6J812FJLP5T3QFU2CSPCISXU","3MWOYZD5WVPTNFMFUDGVNBFAOL7NOQ","","","Dissonance_write",8,1,1
"98","Exp2First",2.5,1,2,3,1,3,3,3,3,5,4,4,1,6,5,5,NA,NA,NA,NA,4.4375,3.83333333333333,4,0,0,30,1,"USA","USA",4,7,4,"30JNVC0OR9L6KFADWVJOWG9XJYFHQ2","351S7I5UG9XFM4VIE0OQFFYOPRXNJ7","","","Dissonance_write",6,5,5
"99","Exp2First",4.5,1,2,3,1,1,2,2,3,9,1,1,1,8,1,1,NA,NA,NA,NA,3.5,4.66666666666667,5.5,2,8,42,1,"USA","USA",4,7,6,"3907X2AHF06H5D6GDX1S97DLPJD2PG","3U74KRR67MM907RNQU2UHLLXNTONTC","","","Dissonance_write",8,1,1
"100","Exp1First",4,1,2,3,1,6,5,4,3,9,4,2,NA,NA,NA,NA,1,5,4,2,3.75,4.25,5.5,5,8,48,2,"USA","USA",2,7,4,"3ZV9H2YQQD8WA4Z0TJTSKBQ9OUF3WM","3ZLW647WALW8C440PWYJ7KE1IZL32L","","","Dissonance_write",5,4,2
"101","Exp1First",2.83333333333333,1,2,1,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,1,1,3.25,4,3.5,3,17,49,2,"USA","USA",4,7,4,"36V4Q8R5ZK1SCTBONSZ1OLHT0KIQMO","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","","Dissonance_write",5,1,1
"102","Exp2First",3,1,3,1,2,1,2,2,3,5,4,2,1,3,7,6,NA,NA,NA,NA,3.8125,4.16666666666667,6,5,3,38,1,"USA","USA",4,7,6,"3PIWWX1FJJ7LPY1QP520BSDQIVXJJO","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","","Dissonance_write",3,7,6
"103","Exp2First",3.33333333333333,1,3,2,1,2,5,4,3,4,7,8,1,4,3,3,NA,NA,NA,NA,3.75,3.66666666666667,5.5,8,10,54,1,"United States","United States",4,7,6,"3RJSC4XJ10V6GTLJEVO0SDFP1LW50H","37Y5RYYI0P6DX1SC30KD5IG9NOKSXC","","","Dissonance_write",4,3,3
"104","Exp1First",1.5,1,3,2,1,5,2,2,3,4,8,7,1,3,8,7,NA,NA,NA,NA,4.25,4.08333333333333,7,12,1,32,1,"USA","USA",1,7,2,"39ASUFLU6X8E92KNS86A5L8DOLHEXN","3P520RYKCH7KAV06MZWIS07DFMW5UW","","","Dissonance_write",3,8,7
"105","Exp2First",1.66666666666667,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,4,2,2,4.4375,3.91666666666667,4.5,1,7,62,2,"USA","USA",4,7,6,"3WS1NTTKEYDYIQE8K719EP62QFFF0F","389A2A304OJPTUX53256HZPGREE0CW","","","Dissonance_write",4,2,2
"106","Exp2First",2.33333333333333,1,1,2,3,5,5,4,3,5,1,1,1,9,1,1,NA,NA,NA,NA,5.125,3.83333333333333,6,8,6,65,2,"United States","United States",3,7,7,"3IO1LGZLK9YKHMQ0EIBKDYZ7GEP68R","3BFF0DJK8XD6GKJSYQJGGFV3ASWSTT","","","Dissonance_write",9,1,1
"107","Exp2First",4,1,3,2,1,2,3,1,3,8,1,1,1,7,1,1,NA,NA,NA,NA,2.75,3.25,4.5,1,16,37,1,"United States of America","United States of America",2,7,7,"3HYA4D452RK5E0HMZU5NXDZHND12FO","31GN6YMHLPTY81NMTVOR3Z22EMESWJ","","","Dissonance_write",7,1,1
"108","Exp2First",2,1,3,1,2,1,1,1,3,5,5,5,NA,NA,NA,NA,1,1,9,9,4.25,3.75,4,9,7,32,2,"United States","United States",1,7,4,"3A4NIXBJ760HLWVBVNR57ZIZQE3ML3","37NXA7GVST7YPZSRJCMU5B5TFJ4VLY","","","Dissonance_write",1,9,9
"109","Exp1First",2.5,1,1,3,2,2,2,2,3,5,4,4,1,1,9,9,NA,NA,NA,NA,4.3125,3.91666666666667,5,13,0,34,2,"USA","USA",3,7,3,"3WMINLGALB4NGRSGL781VPXC2O3CAW","38VTL6WC4AE1R4KBW0T7VLDQBA75YU","","","Dissonance_write",1,9,9
"110","Exp2First",3.83333333333333,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,9,9,3.8125,3.75,3,5,2,59,1,"USA","USA",4,7,7,"3K772S5NP8CHNCK8N4OO2ZKJ0V6HE5","37NXA7GVST7YPZSRJCMU5B5TFJ4VLY","","","Dissonance_write",1,9,9
"111","Exp1First",3,1,1,2,3,1,2,2,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3.1875,3.66666666666667,6,1,6,55,2,"US","US",2,7,7,"3ZAZR5XV01JOHZ0OXZO0CIOLB9BZCL","37S0QRNUFBH5ZGCVHU2G8SZFKL588L","","","Dissonance_write",9,1,1
"112","Exp1First",2.16666666666667,1,1,2,3,3,1,1,3,5,3,1,NA,NA,NA,NA,1,4,2,2,3.5625,3.75,4.5,3,7,39,2,"United States","United States",2,7,6,"3PXX5PX6LXZ46M0A77C6K5RUK35ABP","3D1UCPY6GGAJYJ6P5D7KHBR44ZD38O","","","Dissonance_write",4,2,2
"113","Exp2First",3.83333333333333,1,2,1,3,1,9,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3.25,4.16666666666667,6,1,14,64,2,"USA","USA",3,7,7,"35L9RVQFCOJYC8HUD43T6H6MMJ3UH2","3UUIU9GZC565AILHMU68N4LBW8P5T5","","","Dissonance_write",9,1,1
"114","Exp1First",3.5,1,2,1,3,1,2,1,3,7,5,3,NA,NA,NA,NA,1,4,2,3,4,3.58333333333333,6.5,4,0,61,2,"United States","United States",5,7,4,"31HQ4X3T3SBKJR8GFKNRJ8H5I3SLSL","3WRBLBQ2GR92A6DA5O1P7QAVP660G6","","","Dissonance_write",4,2,3
"115","Exp1First",2.16666666666667,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,6,1,1,3.8125,3.58333333333333,6,2,17,42,1,"United States","US",4,7,3,"3DY46V3X3PJ5B07KB1UC98BGITP55K","30EV7DWJTVWXA8KP1J3CNRRQ75HY62","","","Dissonance_write",6,1,1
"116","Exp2First",3.66666666666667,1,3,1,2,1,2,2,3,9,1,1,1,6,2,1,NA,NA,NA,NA,3.9375,3.75,6,2,4,50,2,"United States","United States",4,7,3,"3KIBXJ1WD5VU1TY5N3UHK3UPWEPKOP","37NXA7GVST7YPZSRJCMU5B5TFJ4VLY","","","Dissonance_write",6,2,1
"117","Exp2First",3.83333333333333,1,3,1,2,1,1,1,3,7,2,3,NA,NA,NA,NA,1,3,5,6,5.125,3.33333333333333,7,3,4,42,1,"United States","United States",5,7,6,"3Z2R0DQ0JHFD8MHQ4JLHFVEHBCY2EI","3M47JKRKCX2IV2T7OF5IOE3OEQF86Z","","","Dissonance_write",3,5,6
"118","Exp2First",4.33333333333333,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,8,2,4,4.58333333333333,5.5,2,10,62,1,"United States","United States",4,7,7,"39L1G8WVWQS393JXWV47RL0FSHU31B","3SD15I2WD2VWU5N1CYAMXXVDY4N362","","","Dissonance_write",1,8,2
"119","Exp2First",3.33333333333333,1,1,2,3,3,2,3,3,8,3,2,NA,NA,NA,NA,1,3,8,7,3.8125,3.91666666666667,5.5,1,11,50,2,"United States","United States",3,7,6,"3180JW2OT4DDIZM503Y6AIUL0UL5J7","3UDTAB6HH60NVWQ2RIVFF9O8LTB09F","","","Dissonance_write",3,8,7
"120","Exp1First",3.66666666666667,1,1,2,3,1,1,3,3,7,2,3,NA,NA,NA,NA,1,2,5,4,4.5,4.58333333333333,5,8,1,34,1,"USA","USA",2,7,5,"35DR22AR5DLBZ44Q3OPEMU4GXW93X3","3UDTAB6HH60NVWQ2RIVFF9O8LTB09F","","","Dissonance_write",2,5,4
"121","Exp2First",3,1,2,3,1,5,5,1,3,9,5,1,NA,NA,NA,NA,1,5,2,5,4.25,3.41666666666667,4,0,8,37,2,"United States","United States",4,7,4,"3EF8EXOTT1WEUHLMZGWU7SH4OEGJ13","3L2OEKSTW9BKEM3DUY0A75NHD07Y8O","","","Dissonance_write",5,2,5
"122","Exp2First",4.33333333333333,1,1,3,2,2,1,2,3,9,1,1,NA,NA,NA,NA,1,3,4,5,3.5,4,5,0,12,79,1,"USA","USA",4,7,7,"3YW4XOSQKQMN8XWGBF08EUQF5UF1UI","302U8RURJZ2ODZVCVP29I39IKE4VN0","","","Dissonance_write",3,4,5
"123","Exp1First",1.83333333333333,1,1,2,3,1,3,3,3,7,1,1,1,1,9,9,NA,NA,NA,NA,4.0625,3.16666666666667,3.5,6,7,54,2,"United States","United States",4,7,7,"3EKVH9QMEY58GG3Q8OAX9DWWB1Z2DT","3UL5XDRDNCKMCYTTJWVDW8POIV485J","","","Dissonance_write",1,9,9
"124","Exp2First",3.5,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,4,3,3,4.125,4,3,2,5,35,1,"United States","United States",2,7,7,"3TMFV4NEP8FIB15650OOBSYK4HX8WB","30P8I9JKOIMKNAP6RP6NOM9WTT55VL","","","Dissonance_write",4,3,3
"125","Exp2First",4,1,3,2,1,1,2,2,3,9,1,1,NA,NA,NA,NA,1,6,2,3,3.75,3.5,5,4,2,40,2,"United States of America","United States of America",3,7,4,"3O7L7BFSHEQHJ7VSTM692BLY08WIEA","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","","Dissonance_write",6,2,3
"126","Exp2First",3.83333333333333,1,1,3,2,2,3,3,3,9,1,1,NA,NA,NA,NA,1,3,2,3,4.125,4,4.5,7,7,56,1,"usa","usa",5,7,7,"3OSWBBLG1EY9HW6NWDVQZ3QSOA1XD0","3E9VAUV7BWFYXAWSRWKO3WTC3O7YAS","","","Dissonance_write",3,2,3
"127","Exp2First",3.33333333333333,1,3,2,1,3,2,2,3,7,3,1,NA,NA,NA,NA,1,2,5,5,4.1875,4.25,3,1,7,41,2,"United States","United States",4,7,6,"3WQQ9FUS6AVQNY7VA9SSOELZUGH8BX","3BFNCI9LYKRFY516V8FE3BV9TF7371","","","Dissonance_write",2,5,5
"128","Exp2First",3.33333333333333,1,1,2,3,1,1,1,3,7,5,5,1,2,9,9,NA,NA,NA,NA,5.5625,3.58333333333333,7,4,5,58,2,"USA","USA",3,7,5,"34X6J5FLPTZ2BL53KVM98TPCWRCJQ4","33EEIIWHK789GW84BHUQMX4NPPRVQN","","","Dissonance_write",2,9,9
"129","Exp2First",3.5,1,1,2,3,3,3,5,3,9,1,1,1,7,2,3,NA,NA,NA,NA,3.75,3.66666666666667,1.5,4,5,41,1,"US","US",2,7,7,"354GIDR5ZB77LMZIHPIOBIJYKE800G","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","","Dissonance_write",7,2,3
"130","Exp1First",2.66666666666667,1,1,3,2,3,2,2,3,5,4,4,1,2,9,8,NA,NA,NA,NA,4.5,3.75,5.5,2,2,28,1,"usa","usa",1,7,5,"3VELCLL3GKKYPFZQGQ59SUPCV84F13","3J9UN9O9J3TC183BDUMS432BHYN0JA","","","Dissonance_write",2,9,8
"131","Exp1First",2,1,2,1,3,2,2,2,3,5,1,1,NA,NA,NA,NA,1,2,4,5,3.75,4.41666666666667,3,8,2,34,2,"USA","USA",5,7,7,"3RXPCZQMQPC43FVLRABRAFPOWN4G13","302U8RURJZ2ODZVCVP29I39IKE4VN0","","","Dissonance_write",2,4,5
"132","Exp2First",3.5,1,1,2,3,1,1,1,3,9,1,1,1,5,6,7,NA,NA,NA,NA,3.875,4.08333333333333,1,1,9,35,1,"USA","USA",4,7,5,"3KB8R4ZV1E85GDDDT74GGR2XIZWBGI","3E22YV8GG17B8FYG9DTACBK0YQ3NP7","","","Dissonance_write",5,6,7
"133","Exp1First",3.5,1,2,3,1,1,1,1,3,7,1,1,1,5,1,1,NA,NA,NA,NA,3.4375,3.5,4.5,0,4,41,1,"USA","USA",5,7,5,"3R6BYFZZP7D6FGKJNJQGN3TD0NKXFE","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","","Dissonance_write",5,1,1
"134","Exp1First",3,1,3,2,1,4,3,4,3,8,5,3,1,6,2,5,NA,NA,NA,NA,4.375,3.91666666666667,5.5,2,9,35,2,"USA","USA",3,7,4,"3X73LLYYQ1FLHIXLG3R7SMESEONHNC","3ZG552ORAM5SOD6J964PQF6K9JE2VH","","","Dissonance_write",6,2,5
"135","Exp1First",3,1,3,1,2,3,2,6,3,5,3,2,1,3,5,4,NA,NA,NA,NA,3.6875,4.33333333333333,4.5,0,6,57,2,"usa","usa",2,7,6,"3URFVVM165JK3THOJQ906OARIAYUZ8","36KM3FWE3RDJHD29CLXV1DX2Q3N073","","","Dissonance_write",3,5,4
"136","Exp1First",2.66666666666667,1,1,2,3,2,2,3,3,7,5,2,NA,NA,NA,NA,1,2,7,7,4.8125,3.66666666666667,5.5,2,1,39,2,"USA","USA",4,7,6,"3V0Z7YWSIY1UAX3CZ9ARFZ23B88V2Q","38VTL6WC4AE1R4KBW0T7VLDQBA75YU","","","Dissonance_write",2,7,7
"137","Exp2First",4.33333333333333,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,6,6,3.625,4.33333333333333,4,2,10,34,2,"usa","usa",2,7,7,"3GU1KF0O4I2BTQ6CWQU3A0GPJQMPB3","36KM3FWE3RDJHD29CLXV1DX2Q3N073","","","Dissonance_write",3,6,6
"138","Exp1First",3.16666666666667,1,3,1,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,5,4,5.125,4.08333333333333,5,4,9,51,2,"United States","United States",1,7,4,"3YDGXNSEOZV62ZMMVUI5G0FTKO584W","3H6W48L9F4Q1V97U1EKX8UXRR27PW0","","","Dissonance_write",1,5,4
"139","Exp2First",2.66666666666667,1,2,1,3,1,1,1,3,4,2,3,1,1,9,9,NA,NA,NA,NA,4.625,2.25,7,4,12,50,2,"United states","United states",3,7,6,"3DBQWDE4Y6Z91PDQF1QY3PB29F0N55","3BFNCI9LYKRFY516V8FE3BV9TF7371","","","Dissonance_write",1,9,9
"140","Exp1First",2.33333333333333,1,1,3,2,5,2,4,3,9,1,1,1,2,9,7,NA,NA,NA,NA,5.25,3.5,7,7,3,36,2,"United States","United States",4,7,6,"3ERMJ6L4DYTI6B69RTQVOU0YVVMM7K","3VZYA8PITOZ4U9OQOSIY3TJ6ZXS05O","","","Dissonance_write",2,9,7
"141","Exp1First",4,1,3,2,1,1,1,1,3,9,1,1,1,1,9,9,NA,NA,NA,NA,3.5,3.75,5.5,10,8,43,1,"US","US",1,7,7,"3W8CV64QJ200SGTRFT82ALJ89ZD9HC","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","","Dissonance_write",1,9,9
"142","Exp1First",3.5,1,3,1,2,1,1,1,3,9,1,1,1,1,7,5,NA,NA,NA,NA,3,4.75,6,3,12,29,2,"usa","usa",2,7,6,"3WT783CTPBISZ1X8RL8XQ0HIK7BBCF","3HEM8MA6H9DWBCB8P5LRG5F531QPQW","","","Dissonance_write",1,7,5
"143","Exp2First",1.66666666666667,1,2,1,3,1,1,1,3,6,7,3,NA,NA,NA,NA,1,2,7,9,3.8125,4.91666666666667,7,12,4,29,1,"United States of America","United States of America",3,7,5,"3R6BYFZZP7D6FGKJNJQGN3TD0NRFX3","37MQ8Z1JQEX9S71OEHR9XEAER0FY2L","","","Dissonance_write",2,7,9
"144","Exp2First",2.83333333333333,1,2,3,1,1,1,1,3,8,1,1,NA,NA,NA,NA,1,6,3,4,3.875,4.16666666666667,6,5,5,35,1,"USA","USA",3,7,5,"3X0H8UUIT1P0ULKFJYUTSJYLGBGSW7","3FK4G712NX151K6D9QEQ6AZH89ISS4","","","Dissonance_write",6,3,4
"145","Exp1First",4,1,1,3,2,8,8,5,3,2,9,8,1,8,3,2,NA,NA,NA,NA,4.9375,5.25,7,3,12,30,2,"United States.","United States.",4,7,1,"3TYCR1GOTCKHK3UUACHZF1E85JALZA","3ZG552ORAM5SOD6J964PQF6K9JE2VH","","","Dissonance_write",8,3,2
"146","Exp1First",4.16666666666667,1,3,1,2,1,1,1,3,7,8,8,NA,NA,NA,NA,1,4,7,7,4.9375,3.83333333333333,7,5,2,71,1,"United States","United States",4,7,6,"36AHBNMV1RDYH1WX19HSIHX1QG8DYZ","3OPLMF3EU5OLHUJIHL03VUBGTG2NL9","","","Dissonance_write",4,7,7
"147","Exp1First",4.5,1,1,2,3,1,5,5,3,9,1,1,1,6,1,1,NA,NA,NA,NA,2.75,3.75,1,2,7,60,1,"USA","USA",5,7,6,"3LEP4MGT3G124T3MRH38A6Z057RDBL","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","","Dissonance_write",6,1,1
"148","Exp2First",2,1,3,1,2,1,2,1,3,6,2,2,NA,NA,NA,NA,1,5,2,1,4.625,3.83333333333333,5.5,10,7,48,2,"usa","usa",1,7,5,"3H0W84IWBK3UC6YBJ90IG3MPN5VERS","3HEM8MA6H9DWBCB8P5LRG5F531QPQW","","","Dissonance_write",5,2,1
"149","Exp2First",2.5,1,2,3,1,1,1,2,3,6,3,3,NA,NA,NA,NA,1,3,6,6,4.9375,3.91666666666667,4,2,5,49,1,"usa","usa",5,7,7,"31HQ4X3T3SBKJR8GFKNRJ8H5I4GLSB","3PGQRAZX02L2X6IM8W6FOWNIPUESYI","","","Dissonance_write",3,6,6
"150","Exp2First",3.66666666666667,1,1,3,2,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,4.8125,4.08333333333333,7,10,4,64,1,"United States","United States",2,7,7,"3FUI0JHJPXZZJ6XCJZIQFEFCQ2T33Q","3PGQRAZX02L2X6IM8W6FOWNIPUESYI","","","Dissonance_write",9,1,1
"151","Exp2First",1.5,1,1,3,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,2.75,3.5,7,12,9,40,2,"USA","USA",1,7,4,"37Z929RLG99824GLOTPI5ZRMCH3TSN","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","","Dissonance_write",9,1,1
"152","Exp2First",4,1,3,1,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,7,1,2.75,5.25,7,5,15,70,2,"USA","USA",2,7,7,"3KRVW3HTZNM4P9Q1FWO6JLWUI9ASMO","31D0ZWOD0A010F07JO9FB4ZSRBT0AU","","","Dissonance_write",1,7,1
"153","Exp2First",3.33333333333333,1,1,2,3,2,3,4,3,8,3,1,NA,NA,NA,NA,1,6,1,1,3.125,3.5,7,1,9,64,2,"USA","USA",4,7,7,"3483FV8BEEK9V7OBY12J37M4UF026P","3V8JSVE8YYR1NND471MAZFJ3O35YEN","","","Dissonance_write",6,1,1
"154","Exp1First",3.33333333333333,1,3,2,1,2,2,3,3,5,2,3,1,1,9,8,NA,NA,NA,NA,3.9375,4.16666666666667,4,2,6,32,2,"United States","United States",4,6,7,"3M1CVSFP606RAS2ZQP9WFUMT648AQ5","3HEADTGN2PT9SXN4OWJQRNESLBTVRO","","","Dissonance_write",1,9,8
"155","Exp2First",1.5,1,1,3,2,1,1,1,3,4,6,1,1,5,2,1,NA,NA,NA,NA,4.375,4,6.5,15,6,30,2,"United States","United States",3,7,7,"36H9ULYP62V5KWFU6FBFWULYPPRJFY","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","","Dissonance_write",5,2,1
"156","Exp1First",3.66666666666667,1,2,3,1,3,3,2,3,6,2,2,1,2,2,2,NA,NA,NA,NA,4.875,3.91666666666667,6,2,10,58,2,"usa","usa",4,7,5,"3UOUJI6MTDFVYYH9I8LF93UGAATUX4","3UL5XDRDNCKMCYTTJWVDW8POIV485J","","","Dissonance_write",2,2,2
"157","Exp2First",3,1,3,2,1,4,4,3,3,5,2,5,NA,NA,NA,NA,1,3,6,5,4.5,3.75,6.5,1,6,33,1,"United States","United States",5,7,6,"31Q0U3WYDPGLAMKKY77X42CVXLI71Q","30P8I9JKOIMKNAP6RP6NOM9WTT55VL","","","Dissonance_write",3,6,5
"158","Exp2First",3,1,2,3,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.1875,4.33333333333333,1,5,14,60,2,"usa","usa",5,7,6,"3WZ36BJEV3H9LIZJD73NFAHM8UBTBI","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","","Dissonance_write",9,1,1
"159","Exp1First",4.16666666666667,1,1,2,3,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3.25,3.75,7,1,9,67,2,"USA","USA",4,7,4,"340UGXU9DY23U9CEITKXLIXVU01VUK","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","","Dissonance_write",9,1,1
"160","Exp1First",4.5,1,2,3,1,1,1,1,3,1,1,1,1,4,1,1,NA,NA,NA,NA,4.4375,4.08333333333333,5.5,2,10,63,2,"United States","MO",4,7,5,"31JLPPHS2UVO5VQY2X2I3HDNLUNO36","3NOEP8XAU43GK9CKBJGJADBY04DPXT","","","Dissonance_write",4,1,1
"161","Exp1First",4.16666666666667,1,3,2,1,2,5,3,3,8,1,1,NA,NA,NA,NA,1,3,7,5,4.5,4.33333333333333,6,1,5,56,2,"USA","USA",2,7,4,"3R3YRB5GRF4J2L9G7YT1PVJI9Q5UAN","37ZQELHEQ0Z5NC13HX1IV7Q5TLSNMB","","","Dissonance_write",3,7,5
"162","Exp2First",3.66666666666667,1,2,1,3,2,1,1,3,8,7,7,NA,NA,NA,NA,1,3,9,9,5.1875,3.75,6,9,1,28,2,"USA","USA",4,7,7,"3GA6AFUKOOPEDE4BYK7SJ8GM98HH3J","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","","Dissonance_write",3,9,9
